X,Y,OBJECTID,name,operator,owner,address,is24Hours,carParkCount,hasCarparkCost,maxTimeLimit,hasTouristAttraction,latitude,longitude,currentType,dateFirstOperational,numberOfConnectors,connectorsList,hasChargingCost,GlobalID
2067718.4945,5792884.967,109251,Ruatoria,ChargeNet NZ,Firstlight Network Ltd,"146 Waiomatatini Road, Ruatoria 4032, New Zealand",True,1,False,Unlimited,False,-37.891379,178.317528,DC,2022/09/29 00:00:00+00,2,"{DC, 25 kW, CHAdeMO, Status: Inoperative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,{FED86473-155B-414A-B8A2-A61919AA362D}
1816926.742,5803322.3274,109252,Cambridge,ChargeNet NZ,ChargeNet NZ,"73 Queen St, Cambridge 3434, New Zealand",True,1,False,Unlimited,False,-37.891785,175.466957,DC,2017/05/01 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,{511CA4C6-48DF-461D-A0AA-1E13FB7BF0C3}
1951409.6632,5792202.1786,109253,Whakatane,ChargeNet NZ,Horizon Networks,"31 Quay Street, Whakatane 3120, NZ",True,1,False,Unlimited,False,-37.949836,176.998989,Mixed,2018/02/15 00:00:00+00,3,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True,{63C5D663-5076-4EBD-8B27-C6091CF63934}
1842279.2404,5792989.8422,109254,Tirau,ChargeNet NZ,ChargeNet NZ,"3 Station St, Tirau 3410, NZ",True,1,False,Unlimited,False,-37.978411,175.758459,DC,2019/08/09 00:00:00+00,4,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,{B44F57A9-FD68-4E14-8B76-EB06D10780E7}
1793214.1638,5792827.4776,109255,Pirongia,ChargeNet NZ,ChargeNet NZ,"270 Crozier St, Pirongia 3802, NZ",True,1,False,Unlimited,False,-37.991647,175.200302,DC,2018/11/01 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,{D90AAB0E-A692-4BD3-AE77-560825B1C99E}
1804462.8136,5790685.2663,109256,Te Awamutu,ChargeNet NZ,ChargeNet NZ,"10 Scout Lane, Te Awamutu 3800, New Zealand",True,1,False,Unlimited,False,-38.008473,175.328916,DC,2023/05/10 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,{CB4352C8-D4FC-464B-AA2C-609730565B61}
1976090.7283,5784129.0618,109257,Opotiki,ChargeNet NZ,Horizon Networks,"70 Bridge Street, Opotiki 3122, NZ",True,1,False,Unlimited,False,-38.012522,177.283381,Mixed,2018/02/16 00:00:00+00,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True,{AD8F0522-07EC-4CE4-8C04-A699D242F61F}
1924681.3099,5778254.5398,109258,Kawerau,ChargeNet NZ,ChargeNet NZ,"6-14 Islington Street, Kawerau 3127, New Zealand",True,1,False,Unlimited,False,-38.085223,176.701745,DC,2020/02/21 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{25BF26AF-9F60-4C6D-85AE-90309AEAF4F1}
2065961.2865,5766349.645,109259,Tokomaru Bay,ChargeNet NZ,Firstlight Network Ltd,"25 Waitangi Street, Tokomaru Bay 4079, New Zealand",True,1,False,Unlimited,False,-38.130411,178.314844,DC,2020/10/27 00:00:00+00,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,{1B700972-8F13-4A34-A09A-5D0484E138B2}
1885089.2645,5774089.1181,109260,Rotorua,ChargeNet NZ,Unison Networks Limited,"1134 Haupapa Street, Rotorua 3010, New Zealand",True,1,False,Unlimited,False,-38.136053,176.25273,DC,2016/09/28 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{264A5A16-D97A-475E-8667-8192F57D5A6C}
1884937.8006,5773437.1858,109261,Rotorua HPC,ChargeNet NZ,ChargeNet NZ,"Rotorua Central Mall, Rotorua 3010, New Zealand",True,1,True,Unlimited,False,-38.141967,176.251265,DC,2022/09/04 00:00:00+00,6,"{DC, 300 kW, Type 2 CCS, Status: Operative, Count:4},{DC, 50 kW, CHAdeMO, Status: Operative, Count:2}",True,{E4F07107-89C9-410B-AFE5-4FB52118CA53}
1886971.3973,5772673.2009,109262,Ngapuna,ChargeNet NZ,Ebbett Volkswagen,"270 Te Ngae Road, Rotorua 3010, New Zealand",True,1,True,Unlimited,False,-38.148197,176.274742,DC,2023/04/04 00:00:00+00,2,"{DC, 75 kW, Type 2 CCS, Status: Operative, Count:2}",True,{28BABC5A-2C50-4EB9-8DFA-90666CB6413C}
1884523.9809,5770903.6168,109263,Te Puia,ChargeNet NZ,ChargeNet NZ,"Hemo Rd, Rotorua 3010, NZ",True,1,False,Unlimited,False,-38.164895,176.247562,DC,2020/03/03 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{41536391-0FA9-4723-89D9-51417D52D790}
1851040.2444,5766106.2895,109264,Tokoroa,ChargeNet NZ,ChargeNet NZ,"Bridge Street, Tokoroa 3420, NZ",True,1,False,Unlimited,False,-38.218022,175.867543,DC,2018/08/30 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{BED85089-D124-4E98-BDA3-D16ED2852CA6}
1788978.1849,5755230.4014,109265,Te Kuiti,ChargeNet NZ,The Warehouse Ltd,"Cnr Rora and Alexandra St, Te Kuiti 3910, New Zealand",True,1,False,Unlimited,False,-38.331148,175.162076,DC,2021/03/08 00:00:00+00,2,"{DC, 25 kW, CHAdeMO, Status: Inoperative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",False,{502EDE13-A3AD-48CF-A9A8-07848743C17B}
1789062.7356,5755106.0577,109266,Te Kuiti,ChargeNet NZ,ChargeNet NZ,"53 Rora St, Te Kuiti 3910, New Zealand",True,1,False,Unlimited,False,-38.33225,175.163076,DC,2017/07/13 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,{51EEAEAC-5A0D-4C2A-93B0-889EA07894E0}
1996318.6264,5744811.844,109267,Matawai,ChargeNet NZ,Firstlight Network Ltd,"6522 Matawai Road, Matawai 4095, New Zealand",True,1,False,Unlimited,False,-38.357157,177.535008,Mixed,,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True,{1E53DF06-6B42-4487-95BF-B02F625A7B22}
2062809.1547,5739397.7839,109268,Tolaga Bay,ChargeNet NZ,Firstlight Network Ltd,"Monkhouse St, Tolaga Bay 4077, New Zealand",True,1,False,Unlimited,False,-38.373898,178.296608,DC,,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,{1AC32B9B-B3B2-462E-BAD7-A778B0C3A592}
1923266.6029,5736953.5907,109269,Murupara,ChargeNet NZ,Horizon Networks,"62 Pine Drive, Murupara 3025, NZ",True,1,False,Unlimited,False,-38.457178,176.704494,Mixed,2018/04/25 00:00:00+00,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True,{D0690CE2-7DD1-44F1-869C-22E8F0287886}
2037524.3935,5708088.6028,109270,Gisborne,ChargeNet NZ,Firstlight Network Ltd,"37 Gladstone Rd, Gisborne 4010, New Zealand",True,1,False,Unlimited,False,-38.667681,178.02786,Mixed,,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True,{61A307C3-7B8E-4FA9-9E06-B55E341A9B97}
2037307.0111,5707698.9737,109271,Gisborne,ChargeNet NZ,The Warehouse Ltd,"80 Customhouse St, Gisborne 4010, NZ",True,1,False,Unlimited,False,-38.671286,178.025616,DC,2021/03/09 00:00:00+00,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",False,{CF300CAB-479F-4D1D-8D59-B19DF1FB8BFE}
1867247.5123,5713243.2827,109272,Drive EV,ChargeNet NZ,Drive EV Ltd,"60 Tuwharetoa St, Taupo 3330, New Zealand",True,1,False,Unlimited,False,-38.689086,176.072565,Mixed,2020/12/04 00:00:00+00,4,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,{1CE1A070-E813-479C-B314-17D74546DFD3}
1867227.1268,5713131.5079,109273,Taupo HPC,ChargeNet NZ,ChargeNet NZ,"Roberts St, Taupo 3300, New Zealand",True,1,False,Unlimited,False,-38.690098,176.072374,DC,2021/03/25 00:00:00+00,6,"{DC, 300 kW, Type 2 CCS, Status: Operative, Count:4},{DC, 50 kW, CHAdeMO, Status: Operative, Count:2}",True,{30FC697D-5567-446C-9399-77A91CDD4075}
1867529.1777,5712836.2191,109274,Taupo Central,ChargeNet NZ,Unison Networks Limited,"1 Kaimanawa Street, Taupo 3330, New Zealand",True,1,False,Unlimited,False,-38.692664,176.075956,DC,2016/11/22 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{9B2D6287-C5A6-4EDD-9CD0-3CD0385F4B81}
1740812.0455,5715469.1724,109275,Mokau,ChargeNet NZ,ChargeNet NZ,"Cnr SH3 and Rerenga St, Mokau 4376, New Zealand",True,1,False,Unlimited,False,-38.698202,174.619256,DC,2021/11/23 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{917EB283-C225-4ED6-8630-2FB41129BFF5}
1892322.3015,5691278.1635,109276,Rangitaiki,ChargeNet NZ,Unison Networks Limited,"3281 State Highway 5, Iwitahi 3379, New Zealand",True,1,False,Unlimited,False,-38.878762,176.369708,Mixed,2017/07/05 00:00:00+00,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True,{94FD2F2E-5459-472C-B255-9F9C75491073}
2015098.1265,5673768.6942,109277,Morere,ChargeNet NZ,Firstlight Network Ltd,"3968 State Highway 2, Gisborne 4078, New Zealand",True,1,False,Unlimited,False,-38.986666,177.791665,DC,2018/05/04 00:00:00+00,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,{5B77E233-597F-4721-B00E-6081E8B1A5E2}
1982773.4917,5670101.7876,109278,Wairoa,ChargeNet NZ,Firstlight Network Ltd,"75 Queen St, Wairoa 4108, New Zealand",True,1,False,Unlimited,False,-39.034329,177.421661,Mixed,,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True,{9B437638-6D26-4EBD-896F-B9F1A98CA5BE}
1693219.1108,5676239.2048,109279,New Plymouth,ChargeNet NZ,ChargeNet NZ,"78 Courtenay St, New Plymouth 4310, New Zealand",True,1,False,Unlimited,False,-39.05796,174.077402,DC,2020/11/30 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,{0436BA92-4873-452F-9064-AF90F8A55AF8}
2021705.5752,5662947.3004,109280,Mahia,ChargeNet NZ,Firstlight Network Ltd,"43 Moana Drive, Mahia 4198, NZ",True,1,False,Unlimited,False,-39.080674,177.874369,DC,2020/11/06 00:00:00+00,2,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,{58CC7720-9FF5-4129-ADB6-94F154B41F33}
1946101.4655,5660784.554,109281,Putorino,ChargeNet NZ,Unison Networks Limited,"5464 State Highway 2, Putorino 4181, NZ",True,1,False,Unlimited,False,-39.133366,177.003793,Mixed,2018/06/05 00:00:00+00,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True,{A3FB69B6-FF61-465D-9038-566FFC3CF4E7}
1913160.1046,5657602.2305,109282,McVicar Rd,ChargeNet NZ,Unison Networks Limited,"4237 State Highway 5, Te Haroto 4182, New Zealand",True,1,False,Unlimited,False,-39.174447,176.624938,Mixed,2017/07/05 00:00:00+00,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True,{7C58BB93-D6A8-4071-82F9-0315849DAF8E}
1807498.0186,5660784.5833,109283,National Park,ChargeNet NZ,ChargeNet NZ,"Cnr SH4 & Waimarino Tokaanu Road, National Park 3989, NZ",True,1,False,Unlimited,False,-39.177432,175.402147,DC,2023/05/23 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,{DA033546-8529-47BD-B50D-0DCB3D998BD5}
1806608.1908,5634164.6611,109284,Ohakune,ChargeNet NZ,ChargeNet NZ,"30 Ayr St, Ohakune 4625, NZ",True,1,False,Unlimited,False,-39.417303,175.400028,DC,2018/11/09 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{E3D6B5E7-0B2B-45FC-801C-2441BCB17996}
1674027.852,5632450.2765,109285,Opunake,ChargeNet NZ,ChargeNet NZ,"23 Napier St, Opunake 4616, NZ",True,1,False,Unlimited,False,-39.454334,173.86043,DC,2018/09/04 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{17E4A858-0928-4109-986D-A498B25D95FB}
1829609.8294,5626411.6359,109286,Waiouru,ChargeNet NZ,ChargeNet NZ,"State Highway 1, Waiouru 4861, New Zealand",True,1,False,Unlimited,False,-39.48127,175.66963,DC,2017/06/05 00:00:00+00,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2}",True,{0C61B6DB-7E96-4962-9F09-2113FD008B99}
1936677.7863,5621249.018,109287,Napier,ChargeNet NZ,Unison Networks Limited,"206 Dickens St, Napier 4110, New Zealand",True,1,False,Unlimited,False,-39.492478,176.914804,DC,2016/11/22 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{61E158EF-65B9-42C8-89CE-960A6CBB2F19}
1931955.3509,5617760.1393,109288,Greenmeadows,ChargeNet NZ,ChargeNet NZ,"9 Gloucester St, Napier 4112, New Zealand",True,1,False,Unlimited,False,-39.525678,176.861749,DC,2019/09/03 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{1E223B07-B996-4BD1-91A4-32A791D55009}
1710173.818,5616801.8629,109289,Hawera,ChargeNet NZ,ChargeNet NZ,"54 Princes St, Hawera 4610, New Zealand",True,1,False,Unlimited,False,-39.591433,174.283066,DC,2018/03/22 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{54C35D5C-7BC9-455B-AA85-9ABA73F43321}
1929860.1532,5605040.5403,109290,Hastings,ChargeNet NZ,Unison Networks Limited,"100 Queen St W, Hastings 4122, New Zealand",True,1,False,Unlimited,False,-39.640836,176.843748,DC,2016/09/28 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{2CB30659-4958-4E79-A3C6-E5F953FC7B54}
1840088.3015,5604402.852,109291,Taihape,ChargeNet NZ,ChargeNet NZ,"12 Huia St, Taihape 4720, NZ",True,1,False,Unlimited,False,-39.676483,175.799291,DC,2018/08/27 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{6B78B5A0-FA5C-493D-88A4-4D72E2F8EB59}
1740096.1449,5597235.6807,109292,Waverley,ChargeNet NZ,ChargeNet NZ,"Chester Street, Waverley 4510, New Zealand",True,1,False,Unlimited,False,-39.763289,174.63557,DC,2019/12/19 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{8B12174B-97EB-4D2C-A809-B6361DBCA156}
1838680.9535,5589637.6646,109293,Mangaweka,ChargeNet NZ,ChargeNet NZ,"6336b Mangawharariki Road, Mangaweka 4797, New Zealand",True,1,False,Unlimited,False,-39.809757,175.788255,DC,2016/12/21 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,{EE25B719-8C3C-4DC0-97D0-C13B52E0DBA9}
1774365.0102,5578485.1245,109294,Whanganui,ChargeNet NZ,ChargeNet NZ,"374 Victoria Ave, Whanganui 4500, New Zealand",True,1,False,Unlimited,False,-39.9258,175.040425,DC,2020/12/08 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{5EBF2BF8-5B46-4863-8994-476B191ADFA3}
1774322.0689,5578465.6714,109295,Whanganui,ChargeNet NZ,ChargeNet NZ,"167 Glasgow St, Whanganui 4500, New Zealand",True,1,False,Unlimited,False,-39.925984,175.039928,DC,2018/07/25 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,{32A9938D-C94C-47D3-BB12-6C15A898B566}
1903546.5885,5566840.2217,109296,Waipukurau,ChargeNet NZ,Centralines Ltd,"34 Russell St, Waipukurau 4200, New Zealand",True,1,False,Unlimited,False,-39.994101,176.555381,DC,2016/09/28 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,{0FE12BF9-585D-4E6C-8FBD-B90DC21DE837}
1802915.7692,5561083.1256,109297,Marton,ChargeNet NZ,ChargeNet NZ,"427 Wellington Rd, Marton 4710, New Zealand",True,1,False,Unlimited,False,-40.076095,175.37971,DC,2021/01/21 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{9238DF79-9B07-433F-B3CE-0FF73B803A39}
1803148.5325,5550056.8638,109298,Bulls Te Matapihi ,ChargeNet NZ,ChargeNet NZ,"4 Criterion Street, Bulls 4818, New Zealand",True,1,False,Unlimited,False,-40.175295,175.385907,DC,2019/10/04 00:00:00+00,5,"{DC, 300 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,{FC6AB673-A4F1-4931-9B49-D899174F0CB8}
1863740.9875,5544372.7753,109299,Dannevirke,ChargeNet NZ,ChargeNet NZ,"Gordon Street Carpark, Dannevirke 4930, New Zealand",True,1,False,Unlimited,False,-40.20959,176.099002,DC,2017/12/20 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{2FF9DFAD-EDCB-4F4F-9208-5B30F2358C18}
1818610.7525,5543756.7859,109300,Feilding,ChargeNet NZ,ChargeNet NZ,"42 Aorangi St, Feilding 4702, New Zealand",True,1,False,Unlimited,False,-40.228115,175.56948,DC,2019/06/21 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{5F3D8793-C16C-47A2-A579-7A64CE2CA6C3}
1843421.0818,5530929.5199,109301,Woodville,ChargeNet NZ,ChargeNet NZ,"iSite, Woodville 4920, New Zealand",True,1,False,Unlimited,False,-40.336698,175.865639,DC,2017/11/15 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{06BEF47C-65B4-47F7-BB6E-147E7D839CEA}
1821804.1139,5529507.6436,109302,Palmerston North,ChargeNet NZ,ChargeNet NZ,"The Square, Palmerston North 4410, New Zealand",True,1,False,Unlimited,False,-40.355518,175.611913,DC,2023/05/02 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,{1EE04693-04BE-45A2-BF02-8B51694C915A}
1821837.9055,5529022.9712,109303,Palmerston North,ChargeNet NZ,ChargeNet NZ,"327 Ferguson St, Palmerston North, New Zealand",True,1,False,Unlimited,False,-40.359871,175.612479,DC,2021/05/19 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,{42C3F18C-14FF-43EA-B520-84698A57DC7E}
1841035.0107,5518187.6295,109304,Pahiatua,ChargeNet NZ,Tararua District Council,"2 Wakeman St, Pahiatua 4910, NZ",True,1,False,Unlimited,False,-40.452043,175.842403,DC,2021/06/16 00:00:00+00,4,"{DC, 38 kW, CHAdeMO, Status: Operative, Count:2},{DC, 38 kW, Type 2 CCS, Status: Operative, Count:2}",True,{F8850E24-B02E-4850-B595-E4484729ABFB}
1793385.3831,5517392.6007,109305,Foxton,ChargeNet NZ,ChargeNet NZ,"Clyde St, Foxton 4814, New Zealand",True,1,False,Unlimited,False,-40.47165,175.281212,DC,2019/12/09 00:00:00+00,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2}",True,{77B9B3CB-B8C2-48F6-85A1-AAFA9FCD211A}
1804141.0235,5508745.8211,109306,Shannon,ChargeNet NZ,ChargeNet NZ,"Plimmer Tce, Shannon 4821, NZ",True,1,False,Unlimited,False,-40.546907,175.410771,DC,2020/06/26 00:00:00+00,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,{84C76077-DBAC-4264-A077-CF48E6D90511}
1793197.4766,5500526.812,109307,Levin,ChargeNet NZ,ChargeNet NZ,"21 Bath St, Levin 5510, NZ",True,1,False,Unlimited,False,-40.623516,175.284152,DC,2018/05/15 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{F1438493-4D23-4CC5-AE4F-A613B39D79A6}
1828612.9295,5497198.3542,109308,Eketahuna,ChargeNet NZ,ChargeNet NZ,"2 Haswell Street, Eketahuna 4900, NZ",True,1,False,Unlimited,False,-40.644432,175.703665,DC,2021/12/15 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{83E00683-1A9D-4096-A586-314813467527}
1781700.1149,5485256.2536,109309,Otaki,ChargeNet NZ,ChargeNet NZ,"186 Waerenga Road, Otaki 5512, New Zealand",True,1,False,Unlimited,False,-40.763595,175.152736,DC,2016/11/22 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,{A0A31C54-A82B-431E-A5B8-AEB8F6BF881D}
1770604.9289,5474667.7592,109310,Waikanae,ChargeNet NZ,ChargeNet NZ,"Opposite 34 Tutere St, Waikanae 5036, NZ",True,1,False,Unlimited,False,-40.861299,175.02426,DC,2019/05/30 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{673F2319-38C2-406D-9DB8-D60825D0868A}
1583661.329,5476556.3005,109311,Takaka,ChargeNet NZ,Network Tasman Ltd,"16 Willow Street, Golden Bay 7110, NZ",True,1,False,Unlimited,False,-40.861889,172.806131,Mixed,2018/08/01 00:00:00+00,3,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{AC, 43 kW, Type 2 Tethered, Status: Operative, Count:1}",True,{987435F4-CB5D-4E18-A822-1440A18656D6}
1768628.2875,5468520.1996,109312,Paraparaumu,ChargeNet NZ,ChargeNet NZ,"Rimu Rd, Paraparaumu 5032, NZ",True,1,False,Unlimited,False,-40.917054,175.002489,DC,2018/10/23 00:00:00+00,4,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,{BCF6F52C-4551-4225-9184-81BA074488BF}
1766876.5239,5468365.7269,109313,Raumati,ChargeNet NZ,ChargeNet NZ,"15 Raumati Rd, Paraparaumu 5032, NZ",True,1,False,Unlimited,False,-40.918804,174.98174,DC,2019/03/14 00:00:00+00,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1}",True,{4CCFA142-E4DD-4A35-9384-5C768681EC35}
1824399.5416,5463521.8118,109314,Masterton,ChargeNet NZ,ChargeNet NZ,"3 Dixon Street, Masterton 5810, New Zealand",True,1,False,Unlimited,False,-40.948637,175.665992,DC,2017/05/11 00:00:00+00,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,{5EFF7EDA-4095-43DB-9D99-C63AD1D5F742}
